model_family,model_file,gen_type,image_type,positive_prompt,negative_prompt,loras,lora_count,width,height,steps,sampler,scheduler,seed
flux,flux1-dev.safetensors,t2i,NSFW,"chelsea_v1 a woman open shirt, walking on a beach, other people on beach, naturalist beach, people on beach not wearing clothes, people lin water, sunny day, seaguls",,chelsea-v1-000014.safetensors@1; mongot-Nude-Lovita-v1-STRONG.safetensors@0.7,2,896,1152,15,euler,beta,560033588893730
flux,flux1-dev.safetensors,t2i,NSFW,"chelsea_v1 a woman leaning up against a Tree, not wearing clothes in bare feet, naked, nude, high-angle,  overcast",,chelsea-v1-000014.safetensors@1; mongot-Nude-Lovita-v1-STRONG.safetensors@0.7,2,896,1152,15,euler,beta,464305040342256
flux,flux1-dev.safetensors,t2i,NSFW,"a woman leaning up against a Tree, not wearing clothes in bare feet, naked, nude, high-angle,  overcast",,courtney-v1-000015.safetensors@1; mongot-Nude-Lovita-v1-STRONG.safetensors@0.7,2,896,1152,15,euler,beta,864440795941329
flux,flux1-dev.safetensors,t2i,NSFW,"woman, elf ears, (very long hair:1.2), striking iridescent silver pony tail hair, straight bangs, blue eyes, large breasts, cleavage, (Extremely detailed (thick metal collar, tight matching silver breastplate armor with etchings, thigh-high white lace stockings, tight matching silver plate high heel boots, high detailed silver ornate etched hairband, white elbow long lace gloves, tight matching silver plate gauntlets, tight matching silver bracers,):1.8, navel, thighhighs, bottomless, action pose, detailed and cluttered lose stone miniature base stand, miniature base stand. Standing in a stunning sensual pose, close up, Blush, Full-Faced Blush, Embarrassed, looking at viewer, Medieval prison, miniature figurine, miniature figure, aidmaTableTopMiniatures.",,chelsea-v1-000014.safetensors@1; mongot-Nude-Lovita-v1-STRONG.safetensors@0.7,2,896,1152,15,euler,beta,845033821775856
flux,flux1-dev.safetensors,t2i,NSFW,"totally nude, sitting on a towel at the beach, erect nipples, shaved pussy.  detailed face",,chelsea-v1-000014.safetensors@1,1,896,1152,15,euler,beta,371106743855646
flux,flux1-dev.safetensors,t2i,NSFW,"totally nude, woman, sitting on a towel at the beach, erect nipples, shaved pussy.  detailed face",,chelsea-v1-000014.safetensors@1,1,896,1152,15,euler,beta,624813484776757
flux,flux1-dev.safetensors,t2i,NSFW,"totally nude, woman, sitting on a towel at the beach, erect nipples, shaved pussy.  detailed face",,chelsea-v1-000014.safetensors@1; nipplediffusion-f1.safetensors@0.5; pussydiffusion-f1.safetensors@0.5,3,896,1152,15,euler,beta,837710577527517
flux,flux1-dev.safetensors,t2i,NSFW,"A stylized graphic novel artwork depicting a moonstone lich evoking a scene of pristine allure. She is seen wielding a crystal shard sphere firmly, in a battle-ready stance. The swirling orb contains a concentrated vortex of arcane power, pulsing with vaporous waves of energy penetrating the surroundings like a sonar nova. She is armored with a quartz-embedded corset-chainmail with a glowing appearance, featuring spikes on the gauntlets, paired with diamond spikes. Long gold-trimmed slabs of crystal are attached to a large pauldron on one shoulder. Cuts and scratch-marks on the armor's surface tell a story of challenges overcome and foes vanquished. She has silver hair styled in a tight side-ponytail. Set inside of a crystal cavern with an iridescent mist permeating the air like a poisonous miasma protecting long-lost knowledge. With a grim atmosphere pronouncing the subtle glow of the surroundings. The artwork's style is characterized by strong lines, using a cartoon-style with hard shadows as well as high contrast. The color concept is showcasing colorful shades.",,chelsea-v1-000014.safetensors@1; nipplediffusion-f1.safetensors@0.5; pussydiffusion-f1.safetensors@0.5,3,896,1152,15,euler,beta,440113197787645
flux,flux1-dev.safetensors,t2i,NSFW,"Cousin Itt, wearing a hat that reads ""Cousin Tits"", large soft female breasts protrudes hair, full body shot, breast flash, exposed breasts,",,chelsea-v1-000014.safetensors@1; nipplediffusion-f1.safetensors@0.5; pussydiffusion-f1.safetensors@0.5,3,896,1152,15,euler,beta,667207316638726
flux,flux1-dev.safetensors,t2i,NSFW,"photo woman nude, ((riding side saddle on a horse)), on a horse outside at night, stone-walls, cobbled-road, stained-glass-windows, sexy pose, stunning, (long blonde hair), ((((showing off her beautiful and extremely long hair, her hair is prominent spreads all over the horse)))), very beautiful, beautiful face, hour glass figure, nude, alluring, pale skin, slim figure, petite, hour glass figure, topless, showing-ear, (((large-bust))), big tits, large tits, (((((showing-tits))))), tight-vagina, low view",,chelsea-v1-000014.safetensors@1; nipplediffusion-f1.safetensors@0.5; pussydiffusion-f1.safetensors@0.5,3,896,1152,15,euler,beta,840249805007082
flux,flux1-dev.safetensors,t2i,NSFW,"a raw photo of a naked woman floating in a pool, it is mid afternoon, - outdoors with natural sunlight",,chelsea-v1-000014.safetensors@1; nipplediffusion-f1.safetensors@0.5; pussydiffusion-f1.safetensors@0.5,3,896,1152,15,euler,beta,761158247335227
flux,flux1-dev.safetensors,t2i,NSFW,"woman is the woman is a female high-tech robot with lots of cables, wires and led. stylehghtc. Photo shows native woman has very pale skin and short brown hair. happy looking wearing fully fashioned stockings and high heels, Photo shows woman wearing tanffstockings, garter straps are plain, smooth butt shiny glossy latex corset and garter straps . environment: in a full train. ultra realistic photograph detailed background, bright daylight. front view <",,chelsea-v1-000014.safetensors@1; nipplediffusion-f1.safetensors@0.5; pussydiffusion-f1.safetensors@0.5,3,896,1152,15,euler,beta,1115000110930075
flux,flux1-dev.safetensors,t2i,NSFW,"woman is the woman is a female high-tech robot with lots of cables, wires and led. stylehghtc. Photo shows native woman has very pale skin and short hair. happy looking wearing fully fashioned stockings and high heels, Photo shows woman wearing tanffstockings, garter straps are plain, smooth butt shiny glossy latex corset and garter straps . environment: in a full train. ultra realistic photograph detailed background, bright daylight. front view <",,chelsea-v1-000014.safetensors@1; nipplediffusion-f1.safetensors@0.5; pussydiffusion-f1.safetensors@0.5,3,896,1152,15,euler,beta,838355707288677
flux,flux1-dev.safetensors,t2i,NSFW,"“photorealistic full body render of a sensuous female subject inspired by Tifa Lockhart, clad in a short black metallic dress featuring a daring side slit, bare shoulders, and a plunging neckline that accentuates her big boobs and gorgeous voluptuous red lips and blue hair. The scene vividly captures her in a sexy, provocative pose with spread legs, exposing her vagina in an intimate, explicit display. Detailed pussy deep fingering and intense masturbation are rendered with hyper-realistic precision, highlighting every nuance of her pussy hair and the raw texture of her exposed, lubricated skin. Cinematic lighting, dynamic depth-of-field, and advanced PBR techniques combine to create an immersive, visually arresting portrayal of the most intense orgasm of her life.”",,chelsea-v1-000014.safetensors@1; nipplediffusion-f1.safetensors@0.5; pussydiffusion-f1.safetensors@0.5,3,896,1152,15,euler,beta,649526690800788
flux,flux1-dev.safetensors,t2i,NSFW,"spy, showspy,low-angle, side view of A candid bathroom photo of a very wet nude woman with pale skin and large breasts,skinny, in a cluttered, white-tiled bathroom. her legs are spread",,chelsea-v1-000014.safetensors@1; nipplediffusion-f1.safetensors@0.5; pussydiffusion-f1.safetensors@0.5,3,896,1152,15,euler,beta,618059449458249
flux,flux1-dev.safetensors,t2i,NSFW,"Full body view A commanding Native Caribbean pirate captain stands tall amidst the Pirate City of Lost Ships, her fierce expression and intricate tattoos reflecting chaos. Dramatic side lighting adds intensity to the scene, blending natural and futuristic elements. Wearing traditional pirate Captains Clothing and hat as depicted as Captain Jack Sparrow",,chelsea-v1-000014.safetensors@1; nipplediffusion-f1.safetensors@0.5; pussydiffusion-f1.safetensors@0.5,3,896,1152,15,euler,beta,1024086469044278
flux,flux1-dev.safetensors,t2i,NSFW,"Epic photo on a coast, surf, naked woman standing on a rock in the sand. She is wearing a transparent, wide-open lace negligee, very wet, long hair, very erotic, sunrise, waves around her",,chelsea-v1-000014.safetensors@1; nipplediffusion-f1.safetensors@0.5; pussydiffusion-f1.safetensors@0.5,3,896,1152,15,euler,beta,124062049688190
flux,flux1-dev.safetensors,t2i,NSFW,"A breathtaking photorealistic portrait of albino girl with pale skin, her very big size breasts and very small waist highlighted by her attire. She wears pale blue winter longjohn pants and a ripped combat shirt, stained with bloody and sweat stains. She wields an AR-15 gun and kneels behind a newly parked Tesla EV car. The portrait emphasizes her breasts, adding a layer of sensuality to the composition. The overall artwork is visually striking and memorable, blending realism with a dynamic style.",,chelsea-v1-000014.safetensors@1; nipplediffusion-f1.safetensors@0.5; pussydiffusion-f1.safetensors@0.5,3,896,1152,15,euler,beta,154309950132923
flux,flux1-dev.safetensors,t2i,NSFW,"A woman is captured in a moment of quiet contemplation. She stands in a kitchen, leaning casually against the counter with her elbows resting on it. Her attire consists of a striped unbuttoned collared shirt, suggesting a relaxed or informal setting. The kitchen itself is well-lit, with warm tones that cast a soft glow over the scene. The woman holds a cup in her hand, perhaps filled with coffee or tea, which she sips from as she gazes down at a magazine on the counter. Her expression is one of deep thought or introspection, hinting at a moment of solitude amidst the hustle and bustle of daily life. The background features a window adorned with white curtains that let in natural light, adding depth to the scene. A stove sits on the counter next to her, indicating that she might be preparing a meal or has just finished one. The overall atmosphere is one of calm and introspection, a snapshot of everyday life captured in a single frame.",,chelsea-v1-000014.safetensors@1; nipplediffusion-f1.safetensors@0.5; pussydiffusion-f1.safetensors@0.5,3,896,1152,15,euler,beta,217933564253083
flux,flux1-dev.safetensors,t2i,NSFW,"Sexy 20 year old girl, full body shot, realistic, side view, lying on bed, exposed pubic hair, exposed breasts, little sexy tights, lots of skin, shirt pulled up over breasts, prone bones, long legs, soles of feet, no pants, big round breasts, petite body, small hands, petite figure, bracelets, anklets, hotel room, modern interior",,chelsea-v1-000014.safetensors@1; nipplediffusion-f1.safetensors@0.5; pussydiffusion-f1.safetensors@0.5,3,896,1152,15,euler,beta,859334144746115
flux,flux1-dev.safetensors,t2i,NSFW,"a american model on a street leaning against the wall, half body shot, (badass, bad chick) , ((arrogant sexy pose) ), (flirty grin) , short (black skirt) and a (black leather jacket) , long blond hair, makeup, deep blue eyes, expensive small shoulder bag, (sharp focus) , photography, (cozy:1.1) , 24mm, NSFW, exposed breasts",,chelsea-v1-000014.safetensors@1; nipplediffusion-f1.safetensors@0.5; pussydiffusion-f1.safetensors@0.5,3,896,1152,15,euler,beta,518872122248892
flux,flux1-dev.safetensors,t2i,NSFW,"cassie a woman POV. Low-angle shot, narrow f/1.4 depth of field. A nude with a slender build and long hair sits on top of a man, looking back over her shoulder with a subtle smile. Her back is arched. The man's hands grasp her hips, and his penis pressed between her buttocks, with a thick stream of semen spurting out from the tip. The scene is set in a dimly lit bedroom with soft, warm tones, and the couple is surrounded by sheer white curtains. Ejaculating, cumming, reverse cowgirl position, buttjob.,",,chelsea-v1-000014.safetensors@1; MysticXXX-V3.safetensors@0.7,2,896,1152,25,euler,beta,481203296352840
flux,flux1-dev.safetensors,t2i,NSFW,"Vaginal sex, with a blonde woman on top, her face tilted upwards, eyes closed, and mouth slightly open, as she's penetrated by a man, who is lying on a bed with a pink sheet, his hands are holding her hips, his penis is inside her vagina, and his pubic hair is visible. The woman's breasts are large and perky, with pink nipples, her nipples are erect, and her areolas are visible. Her arms are wrapped around the man's body, her hands are holding his shoulders. Her feet are bent, and her toes are curled, her soles are visible, and her feet are slightly apart. The man's face is not visible, but his chest and pubic area are visible. The camera is looking down at the couple, and the angle is slightly above them, the lighting is soft and natural, with a slight shadow on the man's face.",,chelsea-v1-000014.safetensors@1; MysticXXX-V3.safetensors@0.7,2,896,1152,25,euler,beta,804865396615532
flux,flux1-dev.safetensors,t2i,NSFW,"Vaginal sex, with a blonde woman on top, her face tilted upwards, eyes closed, naked, and mouth slightly open, as she's penetrated by a man, who is lying on a bed with a pink sheet, his hands are holding her hips, his penis is inside her vagina, and his pubic hair is visible. The woman's breasts are large and perky, with pink nipples, her nipples are erect, and her areolas are visible. Her arms are wrapped around the man's body, her hands are holding his shoulders. Her feet are bent, and her toes are curled, her soles are visible, and her feet are slightly apart. The man's face is not visible, but his chest and pubic area are visible. The camera is looking down at the couple, and the angle is slightly above them, the lighting is soft and natural, with a slight shadow on the man's face.",,chelsea-v1-000014.safetensors@1; MysticXXX-V3.safetensors@0.7,2,896,1152,25,euler,beta,151471151654590
flux,flux1-dev.safetensors,t2i,NSFW,"A nude blonde woman with blue eyes and a light dusting of freckles on her cheeks kneels on a plush rug in a dimly lit room, her curly hair disheveled and her face tilted upwards as she gazes at the camera with a mixture of desire and vulnerability. Her breasts are small and perky, with pink nipples, and her hands are grasping a large, erect penis, her fingers wrapped tightly around it as she strokes it with a slow, sensual motion. A thick, sticky substance coats her face, lips, and hair, and a small droplet of it clings to the tip of her nose, glistening in the soft light. The woman's eyes are bright and piercing, and her full lips are slightly parted, as if she's about to speak. A hand, likely belonging to a man, rests on the back of her head, holding her in place as she gazes up at him with a look of adoration. The camera is positioned directly above the woman, looking down at her with a sense of intimacy and closeness, and the lighting is soft and warm, illuminating the curves of her body and the details of her face.",,chelsea-v1-000014.safetensors@1; MysticXXX-V3.safetensors@0.7,2,896,1152,25,euler,beta,966815665482239
